Contract Description,Vendor Name,Amount,Start Date,Contract No.,C.O. No.,Line No,SOA No.,Department,Contract Type,Tender Class,Community,Type,Fiscal Year
FIA-TR47-26-BK SEAT CVR 09007/R18253/1HD,WHITEHORSE MOTORS LIMITED     ,$187.00,2011-10-17,169575,,7,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
97116 BOOSTER KIT 05399/R23182/18,INLAND KENWORTH               ,"$1,601.00",2011-11-21,169940,,23,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
69781 BEARING PLATE 74610/R23166/7,INLAND KENWORTH               ,$450.00,2011-11-21,169940,,31,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
"COVERALLS, BLUE, 100% COTTON 42REG",KLUANE KLEANERS LTD           ,$110.00,2011-11-22,169950,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
"BLADE, 13"" EXACT FIT WIPER *NLA* HOOK TYPE",UAP INC                       ,$18.00,2011-11-22,169953,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
"ANTIFREEZE, GAS LINE 150ML 40 X 150ML SAFE FOR FUEL INJECTION",UAP INC                       ,$240.00,2011-11-22,169953,,4,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
"LAMP, 12V STT (KIT) W/PIGTAIL & GROMMET STOP/TURN/TAIL USE 11185 FOR LIGHT ONLY",UAP INC                       ,$16.00,2011-11-22,169954,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
"LAMP, RED, 2"" SEALED",UAP INC                       ,$20.00,2011-11-22,169954,,4,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
"CABLE TIE, 11 3/4"" (100 PACK)",UAP INC                       ,$80.00,2011-11-22,169954,,6,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
"PIGTAIL, SEALED MARKER LAMP",UAP INC                       ,$8.00,2011-11-22,169954,,9,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
"FILTER, AIR",UAP INC                       ,$14.00,2011-11-22,169955,,4,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
"FILTER, AIR",UAP INC                       ,$108.00,2011-11-22,169955,,7,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
#4 TIP,CDYKEXPLOSIV,$44.00,2011-11-22,169958,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
"SPROCKET, 2""ID SANDER DRIVE/IDLER",INLAND KENWORTH               ,$354.00,2011-11-22,169962,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
"RK30063 BOWL, FILTER 93150/060054/002/25 PF OLD CROW",CDNIS,$138.00,2011-11-22,169963,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
8600015 BLOCK HEATER 93172/R23176/9,SMEETON AUTOMOTIVE LTD        ,$116.00,2011-11-22,169964,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
3403 NGK SPARK PLUGS 09812/R19565/1A,SMEETON AUTOMOTIVE LTD        ,$48.00,2011-11-22,169964,,3,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
90-156291 ALTENATOR 74611/R56548/7,SMEETON AUTOMOTIVE LTD        ,$184.00,2011-11-22,169964,,4,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
"HEATER, BLOCK",SMEETON AUTOMOTIVE LTD        ,$116.00,2011-11-22,169965,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
"CLUTCH, KEVLAR 15 1/2"" *SEE IDL* NO CORE385+HP",INLAND KENWORTH               ,"$1,549.00",2012-01-17,170351,,6,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
"MOTOR, HYDRAULIC SPINNER USE ITEM 16075",INLAND KENWORTH               ,$433.00,2012-01-17,170352,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
GREY PRIMER 6 SPRAY CANS/CASE,AJAX STEEL LIMITED            ,$104.00,2012-01-17,170356,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
11-5200PHM COILED AIR HOSE 09440/0214-35-TR,INLAND KENWORTH               ,$112.00,2012-01-18,170359,,7,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
1042 BLK SEAT COVER 82829/061261/BST,INLAND KENWORTH               ,$200.00,2012-01-18,170359,,21,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
POWER PRO 50X400 (2X16) 17/CS EXPLOSIVES7053/3300/28,CDYKEXPLOSIV,"$1,032.00",2012-01-24,170360,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
FI W02 358 7205 CAB AIR BAG 75937/R15283/28,DON COX ENTERPRISES LTD O/A   ,$66.00,2012-01-19,170364,,3,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
A17-19013-003 HOOD CABLES 5312/R15302/24,DON COX ENTERPRISES LTD O/A   ,$50.00,2012-01-19,170364,,4,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
KYS 5549-10384-26 FUEL SENDER 12257/R15282/1HD,DON COX ENTERPRISES LTD O/A   ,$50.00,2012-01-19,170364,,8,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
FREIGHT 4251/R15283/28,DON COX ENTERPRISES LTD O/A   ,$60.00,2012-01-19,170364,,17,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
TOWING CHARGE ASPER INV#8216 09991/40225/060518/1A,CAPITAL TOWING SERVICES LTD   ,$70.00,2012-01-18,170366,,8,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
TOWING CHARGE ASPER INV#8361 10239/43103/060845/1A,CAPITAL TOWING SERVICES LTD   ,$80.00,2012-01-18,170366,,12,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
6053148 BLOCK HEATER 10070/40170/060475/1A,UAP INC                       ,$46.00,2012-01-18,170367,,24,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
2483A032. OIL COOLER LINE 06479/R56534/1A,DIPERK POWER SOLUTIONS        ,$128.00,2011-10-04,169329,,41,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
2483A033. OIL COOLER LINE 06479/R56534/1A,DIPERK POWER SOLUTIONS        ,$151.00,2011-10-04,169329,,42,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
U5MK0641. TIMING COVER GASKET 06479/R56534/1A,DIPERK POWER SOLUTIONS        ,$36.00,2011-10-04,169329,,47,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
2318A633. NUT 06479/R56534/1A,DIPERK POWER SOLUTIONS        ,$18.00,2011-10-04,169329,,51,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
3684N015. GASKET 06479/R56534/1A,DIPERK POWER SOLUTIONS        ,$6.00,2011-10-04,169329,,52,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
3683D006.. GASKET-TURBO OIL DRAIN 06478/R56533/1A,DIPERK POWER SOLUTIONS        ,$5.00,2011-10-04,169329,,60,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
26435712.. ORING-FUEL INJ PUMP 06478/R56533/1A,DIPERK POWER SOLUTIONS        ,$17.00,2011-10-04,169329,,67,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
33813129.. SPACER-INJECTOR 06478/R56533/1A,DIPERK POWER SOLUTIONS        ,$6.00,2011-10-04,169329,,70,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
2313M380.. STUD 06478/R56533/1A,DIPERK POWER SOLUTIONS        ,$30.00,2011-10-04,169329,,86,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
33811114.. OLIVES 06478/R56533/1A,DIPERK POWER SOLUTIONS        ,$10.00,2011-10-04,169329,,88,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
U2643U626 FUEL INJECTION PUMP 06479/56534/1A,DIPERK POWER SOLUTIONS        ,"$3,289.00",2011-10-04,169329,,90,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
CUT GLASS AS PER INV. 6037 01138/R23169/1HD,DON COX ENTERPRISES LTD O/A   ,$85.00,2011-09-23,169331,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
21218 HAND CLEANER 03894/99000/1T,AJAX STEEL LIMITED            ,$100.00,2011-09-22,169332,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
S530C 93138/99001/6 DAWSON,NORTH 60 PETRO LTD            ,$520.00,2011-09-23,169333,,6,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
A21 MULT1540P SAE15W40 79930/99001/11,NORTH 60 PETRO LTD            ,$584.00,2011-09-23,169337,,12,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
A31 S530F SAE5W30 OIL. 79930/99001/11,NORTH 60 PETRO LTD            ,$390.00,2011-09-23,169337,,13,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
C6 MHYD32D ISO32 HYD. OIL 08967/99001/1HD,NORTH 60 PETRO LTD            ,$812.00,2011-09-23,169337,,18,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
"A3264S227 SHIELD, FRT DUST 92892/R16254/12 ST MAYO",INLAND KENWORTH               ,$230.00,2011-09-23,169339,,4,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
"K366-5 WINDOW, LH VENT *P1* 93141/R11245/16 MP STEWART",INLAND KENWORTH               ,$77.00,2011-09-23,169339,,6,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
"PLUGS, SPARK UNITS 20720-20727",WHITEHORSE MOTORS LIMITED     ,$260.00,2011-10-18,169598,,3,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
"BLADE, 13"" EXACT FIT WIPER *NLA* HOOK TYPE",UAP INC                       ,$18.00,2011-10-18,169601,,4,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
BELTS,UAP INC                       ,$48.00,2011-10-18,169601,,5,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
"ANTIFREEZE, DEXCOOL 4L 4L JUGS",KLONDIKE MOTORS INC O/A       ,$128.00,2011-10-18,169606,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
"PLUG, SPARK",KLONDIKE MOTORS INC O/A       ,$96.00,2011-10-18,169606,,3,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
"HANGER, SPRING MOUNT MUD FLAP DO NOT SUB WITH BETTS B25",INLAND KENWORTH               ,$154.00,2011-10-18,169607,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
"BLADE, 60"" SERRATED ICE GRADER 5/8""HOLES3/4 X 8 X 60"" 6"" FOUR TEETH PER FOOT",INLAND KENWORTH               ,"$1,390.00",2011-10-18,169613,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
GAR-11310 ENDMILL 1/2 CARBIDE 72649/MS,THOMAS SKINNER & SON LTD      ,$36.00,2011-10-19,169614,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
GAR-13320 ENDMILL 9/16 CARB MULT FLUTE 72649/MS,THOMAS SKINNER & SON LTD      ,$80.00,2011-10-19,169614,,9,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
BH38588 BRAKE HOSE 09811/060317/1A,TERRITORIAL AUTO PARTS        ,$15.00,2011-10-19,169615,,3,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
PGD-1114C REAR BRAKE PAD SET 10296/47612/060829/1A,TERRITORIAL AUTO PARTS        ,$69.00,2011-10-19,169615,,10,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
809221160 SERP BELT 09791/47660/060119/1A,CDWHHSUBARU,$98.00,2011-10-24,169616,,6,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
8183SA020 EVAP HARNESS 10283/47580/060798/1A,CDWHHSUBARU,$160.00,2011-10-24,169616,,15,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
28391SC002 LF CV AXLE 10284/47624/060795/1A,CDWHHSUBARU,$435.00,2011-10-24,169616,,17,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
SQUARE SECTION OF GLASS INSTALLED 06934/R24113/1HD,DON COX ENTERPRISES LTD O/A   ,$164.00,2011-10-20,169618,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
6MM-LAM-T 6MM LAMINATE GLASS 05398/R23159/18,DON COX ENTERPRISES LTD O/A   ,$70.00,2011-10-20,169618,,4,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
VAL100HA VALVE CORE 94156/99000/10/KC,YUKON TIRE CENTRE INC         ,$19.00,2011-10-20,169621,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
"STW20017 METER, 120V HOUR 07458/058578/82506/6 EB DAWSON",CDACKLANDSWH,$108.00,2011-11-22,169967,,12,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
15149302 REAR WIPER MOTOR 09783/43066/060245/1A,KLONDIKE MOTORS INC O/A       ,$176.00,2011-11-22,169968,,7,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
19264717 DEXRON VI 09784/R20538/1A,KLONDIKE MOTORS INC O/A       ,$30.00,2011-11-22,169968,,9,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
15898102 STEADY BEARING 09784/R20538/1A,KLONDIKE MOTORS INC O/A       ,$195.00,2011-11-22,169968,,11,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
15808245 OIL COOLER LINES 09915/42096/060252/1A,KLONDIKE MOTORS INC O/A       ,$215.00,2011-11-22,169968,,15,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
24243353 LF AXLE SEAL 09923/42112/060278/1A,KLONDIKE MOTORS INC O/A       ,$11.00,2011-11-22,169968,,17,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
20883004 DRIVER VISOR ASSY 09952/91159/060145/1A,KLONDIKE MOTORS INC O/A       ,$127.00,2011-11-22,169968,,24,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
15809049 OIL COOLER LINES 08684/R20534/1A,KLONDIKE MOTORS INC O/A       ,$195.00,2011-11-22,169968,,25,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
11519444 RETAINER 09936/46161/060315/1A,KLONDIKE MOTORS INC O/A       ,$6.00,2011-11-22,169968,,32,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
264695 215/75R17.5 BST TIRE 3691/R77005/1A,BRIDGESTONE CANADA INC        ,$327.00,2011-11-22,169969,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
1X12X12 LUMBER 02085/R54284/16 STEWART,CDARCTICINBU,$28.00,2011-11-22,169974,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
F57Z-3254-AA RF AXLE SEAL 08646/46151/060189/1A,WHITEHORSE MOTORS LIMITED     ,$8.00,2011-11-23,169976,,7,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
AL5Z-5E212-A LH CATYLITIC CONVERTOR 08646/46151/060189/1A,WHITEHORSE MOTORS LIMITED     ,$372.00,2011-11-23,169976,,8,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
BRCA4 RH REAR E-BRAKE CABLE 09912/46079/060221/1A,WHITEHORSE MOTORS LIMITED     ,$87.00,2011-11-23,169976,,20,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
KIT-V-1550-M ACTUATOR & BOX 08566/R30906/1C,INLAND KENWORTH               ,"$2,150.00",2011-11-29,169979,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
2500 MUFFLER FLO-PRO 09848/90053/060515/1A,CDWHHPERFORM,$302.00,2011-11-23,169984,,4,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
"89060436 SEAL, RR MAIN 07956/R20696/6 ST DAWSON",KLONDIKE MOTORS INC O/A       ,$27.00,2011-11-24,169985,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
RE522076 THERMOSTAT 07920/R56552/13 TC OGILVIE,BRANDT TRACTOR LTD            ,$16.00,2012-01-24,170368,,5,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
R123226 SEAL 07920/R56552/13 TC OGILVIE,BRANDT TRACTOR LTD            ,$11.00,2012-01-24,170368,,10,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
R72328 O-RING 07920/R56552/13 TC OGILVIE,BRANDT TRACTOR LTD            ,$1.00,2012-01-24,170368,,13,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
R500374 GASKET 07920/R56552/13 TC OGILVIE,BRANDT TRACTOR LTD            ,$5.00,2012-01-24,170368,,15,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
YTG TIRE TAX 09895/R20697/1A/KC,GOODYEAR CANADA INC           ,$20.00,2012-02-02,170369,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
3939258 F/TRANSFER PUMP GASKET 5305/R56540/19,INLAND KENWORTH               ,$2.00,2012-01-19,170371,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
4955708 WATER PUMP 54628/R15290/8,INLAND KENWORTH               ,$520.00,2012-01-19,170371,,3,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
GLV8453RM ALTERNATOR 10271/40197/060761/1A,WHITEHORSE MOTORS LIMITED     ,$211.00,2012-02-07,170372,,19,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
FREIGHT CHARGE LINE 23 10310/18526/060351/1A,WHITEHORSE MOTORS LIMITED     ,$60.00,2012-02-07,170372,,24,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
WPT813 HARNESS 10366/LIONS/060786/1A,WHITEHORSE MOTORS LIMITED     ,$43.00,2012-02-07,170372,,26,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
ROCK CHIP REPAIR AS PER INV # 2380 10048/46065/060592/1A,JODY SHEA O/A                 ,$40.00,2012-01-19,170373,,10,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
ROCK CHIP REPAIRS AS PER INV # 2379 10156/R20536/1A,JODY SHEA O/A                 ,$40.00,2012-01-19,170373,,11,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
5303834AB WASHER NOZZLES 12066/47610/060983/1A,METRO CHRYSLER LTD            ,$28.00,2012-01-20,170374,,25,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
52070428AA REAR DIFF PLUG 12069/47533/060969/1A,METRO CHRYSLER LTD            ,$7.00,2012-01-20,170374,,26,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
"10' LENGTH 1-7/8"" COLD ROLL 08371/T52238/1A",AJAX STEEL LIMITED            ,$246.00,2012-03-27,170375,,5,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
64391 LAMP ASSY. 83013/R23158/2,UAP INC                       ,$39.00,2011-09-26,169341,,14,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
84-9166 TERMINAL BATTERY 09404/99000/1T,UAP INC                       ,$50.00,2011-09-26,169341,,28,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
