Contract Description,Vendor Name,Amount,Start Date,Contract No.,C.O. No.,Line No,SOA No.,Department,Contract Type,Tender Class,Community,Type,Fiscal Year
FUEL TANK STRAP,CDYKPUMP,$40.75,2025-04-02,244307,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
LS075-40  INLINE FILTER FILTER ASSY,CDYKPUMP,$120.34,2025-04-15,244562,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
"K300-400 4"" GREEN/BLACK KANAFLEX HOSE",CDYKPUMP,$240.48,2025-04-17,244615,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
"N44-400AL 4"" CAMLOCK PART C",CDYKPUMP,$53.60,2025-04-17,244615,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
"N52-500 5"" CLAMP PUNCH LOCK",CDYKPUMP,$11.43,2025-04-17,244615,,3,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
"ROCKMASTER/2SN-08  1/2"" HYD HOSE",CDYKPUMP,$112.94,2025-04-22,244627,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
OPF22593-08-10  #10 JIC FEMALE FITTING,CDYKPUMP,$28.09,2025-04-22,244627,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
OPF22711-08-10KR  #10 JIC FEMALE FITTING,CDYKPUMP,$21.99,2025-04-22,244627,,3,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
SUPPLY STEEL BRAID HOSES ASPER SAMPLE,CDYKPUMP,$228.46,2025-04-29,244748,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
2SN-08  ROCKMASTER HYD HOSE,CDYKPUMP,$536.47,2025-05-02,244835,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
2SN-06  ROCKMASTER HYD HOSE,CDYKPUMP,$35.21,2025-05-02,244835,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
OPNS12510-08-08  #8 JIC MALE FITTING,CDYKPUMP,$20.00,2025-05-02,244835,,3,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
OPK22711-08-10KR  #10 JIC FEMALE FITTING,CDYKPUMP,$60.80,2025-05-02,244835,,4,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
OPK22711-08-08KR  #8 JIC FEMALE FITTING,CDYKPUMP,$85.37,2025-05-02,244835,,5,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
OPF22711-06-08KR  #8 FJIC FITTING,CDYKPUMP,$39.94,2025-05-02,244835,,6,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
OPF22711-08-08  #8 FJIC CRIMP FITTING,CDYKPUMP,$39.94,2025-05-13,245025,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
OPF22593-08-10  #10 JIC 90 DEG FEMALE FITTING,CDYKPUMP,$56.17,2025-05-13,245025,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
"ROCKMASTER/2SN-08  HYD HOSE, 1/2""",CDYKPUMP,$169.41,2025-05-13,245025,,3,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
K40MPI.0NOS GAUGE,CDYKPUMP,$86.82,2025-05-14,245080,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
999E1X5000 FRONT & REAR FLOOR MATS,CDYKNISSAN,$297.43,2025-04-02,244315,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
99998CVTNS3S TRANSMISSION OIL,CDYKNISSAN,$241.02,2025-05-20,245140,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
57497FJ240 KEYS,CDWHHSUBARU,$670.28,2025-04-02,244286,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
82652D4030 COVER,CDWHHSUBARU,$72.47,2025-04-02,244298,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
"FILTER, OIL",CDWHHSUBARU,$107.60,2025-04-04,244361,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
RUBBER ASSY-REAR WIPER,CDWHHSUBARU,$129.90,2025-04-04,244361,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
OIL DRAIN PLUG WASHER,CDWHHSUBARU,$31.80,2025-04-04,244361,,3,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
57497SC010 IGN KEY,CDWHHSUBARU,$246.56,2025-04-22,244622,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
65209SG022 RH REAR QUARTER GLASS,CDWHHSUBARU,$475.20,2025-04-29,244735,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
2151323001 WASHER,CDWHHSUBARU,$1.39,2025-05-12,245000,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
392502G100 KNOCK SENSOR,CDWHHSUBARU,$122.07,2025-05-15,245103,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
283132GTA0 INTAKE GASKET,CDWHHSUBARU,$24.06,2025-05-15,245103,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
"FILTER, OIL",CDWHHSUBARU,$226.00,2025-05-20,245145,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
884.1492SW-8C - Coupler,CDWURTHCANA,$198.45,2025-04-07,244406,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
884.BV2103-B - Valve,CDWURTHCANA,$74.88,2025-04-07,244406,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
884.BV2103-C - Valve,CDWURTHCANA,$61.16,2025-04-07,244406,,3,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
884.110-ED - Bushing,CDWURTHCANA,$15.90,2025-04-07,244406,,4,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
884.110-DC - Bushing,CDWURTHCANA,$14.40,2025-04-07,244406,,5,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
884.110-DB - Bushing,CDWURTHCANA,$17.30,2025-04-07,244406,,6,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
884.110-CB - Bushing,CDWURTHCANA,$19.00,2025-04-07,244406,,7,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
884.121-A - Plug,CDWURTHCANA,$12.00,2025-04-07,244406,,8,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
884.121-B - Plug,CDWURTHCANA,$16.50,2025-04-07,244406,,9,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
884.121-D - Plug,CDWURTHCANA,$20.30,2025-04-07,244406,,10,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
884.122-CB - Nipple,CDWURTHCANA,$42.15,2025-04-07,244406,,11,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
884.62-8 - Union,CDWURTHCANA,$60.80,2025-04-07,244406,,12,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
884.1493-8C - Coupler,CDWURTHCANA,$75.12,2025-04-07,244406,,13,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
884.1493-6C - Hose End,CDWURTHCANA,$22.68,2025-04-07,244406,,14,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
884.1493-8D - Coupler,CDWURTHCANA,$41.10,2025-04-07,244406,,15,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
884.CPC1469SW-4B - Elbow,CDWURTHCANA,$29.92,2025-04-07,244406,,16,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
555.5162 - Connector,CDWURTHCANA,$54.01,2025-04-07,244407,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
887.DT06-2S - Plug,CDWURTHCANA,$26.80,2025-04-07,244407,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
887.DT04-2P - Receptacle,CDWURTHCANA,$18.57,2025-04-07,244407,,3,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
887.460215 - Pin,CDWURTHCANA,$76.55,2025-04-07,244407,,4,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
462.018.24 - Seal,CDWURTHCANA,$35.50,2025-04-07,244407,,5,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
462.020.26 - Seal,CDWURTHCANA,$64.20,2025-04-07,244407,,6,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
459.10 - Insert,CDWURTHCANA,$28.40,2025-04-07,244407,,7,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
459.12 - Insert,CDWURTHCANA,$41.62,2025-04-07,244407,,8,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
HARDWARE ORDER AS PER ORD # 07480070,CDWURTHCANA,$116.31,2025-04-08,244410,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
899.900960 - Absorbent Roll,CDWURTHCANA,$518.18,2025-04-08,244419,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
891.503002  PUMP SPRAY BOTTLE,CDWURTHCANA,$813.50,2025-04-15,244572,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
471.18.1 - Cotter Pin,CDWURTHCANA,$19.45,2025-04-28,244729,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
965.5572 - Copper Lug Assortment 205pc/kit,CDWURTHCANA,$561.48,2025-04-28,244729,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
HARDWARE ORDER AS PER ORD # 07510938,CDWURTHCANA,$74.11,2025-04-29,244763,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
890.107142 - HD Parts Wash,CDWURTHCANA,$256.00,2025-05-07,244914,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
549.0300 TORQUE CLAMP,CDWURTHCANA,$278.00,2025-05-12,244982,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
474.18  HITCH PIN,CDWURTHCANA,$135.98,2025-05-14,245076,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
899.900960  HI VIS ABORBENT MAT (ROLL),CDWURTHCANA,$518.18,2025-05-14,245083,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
"887.106012016, DEUTSCH PIN, MALE 12-14GA, 50PK",CDWURTHCANA,$54.64,2025-05-27,245245,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
"553.56010, CABLE TIE, 100PK",CDWURTHCANA,$43.35,2025-05-27,245245,,3,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
"775.012, 1/2 X 6"" SHRINK TUBE, 15PK",CDWURTHCANA,$104.85,2025-05-27,245245,,4,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
"775.034, 3/4 X 6"" SHRINK TUBE, 10PK",CDWURTHCANA,$126.00,2025-05-27,245245,,5,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
"STH.763308, DEUTSCH PIN SOCKET, 10PK",CDWURTHCANA,$59.40,2025-05-27,245245,,6,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
"714.74060, 3/8 ACID BRUSH, 4PK",CDWURTHCANA,$6.50,2025-05-27,245245,,7,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
"714.74062, 9/16 ACID BRUSH, 4PK",CDWURTHCANA,$6.42,2025-05-27,245245,,8,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
"CLAMP, MUFFLER 3/8 X 2""",CDACKLANDSWH,$36.20,2025-04-02,244297,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
PIGTAIL FOR FIVE PIN RELAY,CDACKLANDSWH,$156.00,2025-04-02,244297,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
"CABLE TIE, 12'""",CDACKLANDSWH,$301.37,2025-04-02,244297,,3,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
EBP25DG01 - M10x1.5x30mm Gr10.9 Bolt 100/bx,CDACKLANDSWH,$25.01,2025-04-04,244365,,1,5856,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,P,2025-26
"HOSE ASSEMBLY,GREASE GUN, 18"" X 1/8""",CDACKLANDSWH,$220.10,2025-04-04,244378,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
DYE1012586BVS - Fitting,CDACKLANDSWH,$162.80,2025-04-07,244405,,1,5856,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,P,2025-26
DYE1082566B0 - Fitting,CDACKLANDSWH,$138.00,2025-04-07,244405,,2,5856,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,P,2025-26
DYE1012566BVS - Fitting,CDACKLANDSWH,$123.00,2025-04-07,244405,,3,5856,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,P,2025-26
DYE0503-10-10 - Adapter,CDACKLANDSWH,$79.62,2025-04-07,244405,,4,5856,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,P,2025-26
DYE8FNL-S - Cap,CDACKLANDSWH,$290.00,2025-04-07,244405,,5,5856,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,P,2025-26
DYE12FNL-S - Cap,CDACKLANDSWH,$533.25,2025-04-07,244405,,6,5856,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,P,2025-26
DYE17B2586B0 - Fitting,CDACKLANDSWH,$514.50,2025-04-07,244405,,7,5856,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,P,2025-26
DYE10FNL-S - Cap,CDACKLANDSWH,$217.50,2025-04-07,244405,,8,5856,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,P,2025-26
DYE1082586B0 - Fitting,CDACKLANDSWH,$467.50,2025-04-07,244405,,9,5856,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,P,2025-26
DYE1012568BVS - Fitting,CDACKLANDSWH,$129.90,2025-04-07,244405,,10,5856,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,P,2025-26
DYEH6-62 - Coupling,CDACKLANDSWH,$685.02,2025-04-07,244405,,11,5856,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,P,2025-26
DYE6FNL-S - Cap,CDACKLANDSWH,$187.75,2025-04-07,244405,,12,5856,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,P,2025-26
DYEH3-62 - Coupling,CDACKLANDSWH,$426.00,2025-04-07,244405,,13,5856,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,P,2025-26
DYE4FNL-S - Cap,CDACKLANDSWH,$136.50,2025-04-07,244405,,14,5856,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,P,2025-26
"EBP26LH88, 3/8 NC GR8 NYLOC NUT, 50PK",CDACKLANDSWH,$8.70,2025-04-08,244414,,1,5856,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,P,2025-26
"WWG6PU24, 5/8 GR8 FLAT WASHER PLTD, 25PK",CDACKLANDSWH,$20.68,2025-04-08,244414,,2,5856,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,P,2025-26
"EBP26LH92, 5/8 NC GR8 NYLOC NUT, 10PK",CDACKLANDSWH,$26.85,2025-04-08,244414,,3,5856,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,P,2025-26
"EBP22TH57, 5/8 X 3"" NC GR8 PLT BOLT, 5PK",CDACKLANDSWH,$23.72,2025-04-08,244414,,4,5856,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,P,2025-26
"EBP3HDR5, 1/4 NC GR8 NYLOC NUT, 100PK",CDACKLANDSWH,$3.98,2025-04-08,244414,,5,5856,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,P,2025-26
"FILTER, FUEL",CDACKLANDSWH,$257.46,2025-04-08,244433,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
"NUT, 5/8 X 1 1/16 X 2H  ISSUE IN MULT. OF 100",CDACKLANDSWH,$536.91,2025-04-08,244433,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
"LOOM, 3/8"" BLACK SPLIT WIRE 50' ROLL",CDACKLANDSWH,$31.40,2025-04-08,244433,,3,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
"PIGTAIL, SEALED MARKER LAMP",CDACKLANDSWH,$36.70,2025-04-08,244433,,4,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
LAMPS,CDACKLANDSWH,$103.50,2025-04-08,244433,,5,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
"SLO415, SPRAYER, PUMP UP",CDACKLANDSWH,$14.97,2025-04-08,244439,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
"PER 29220, SILICONE SPRAY, CAN",CDACKLANDSWH,$25.92,2025-04-09,244445,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
"WWG2MUN6, CLEVIS PIN, 10PK",CDACKLANDSWH,$40.29,2025-04-09,244445,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
"EBP41MF29, CLEVIS PIN, 5PK",CDACKLANDSWH,$49.55,2025-04-09,244445,,3,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
"EBP41ME68, CLEVIS PIN, 10PK",CDACKLANDSWH,$54.42,2025-04-09,244445,,4,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
DYE1JC43-6-6 - Hydraulic Fitting,CDACKLANDSWH,$167.04,2025-04-10,244481,,1,5856,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,P,2025-26
DYE1J743-6-6 - Hydraulic Fitting,CDACKLANDSWH,$316.32,2025-04-10,244481,,2,5856,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,P,2025-26
DYE10643-6-6 - Hydraulic Fitting,CDACKLANDSWH,$141.52,2025-04-10,244481,,3,5856,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,P,2025-26
DYE10643-8-8 - Hydraulic Fitting,CDACKLANDSWH,$167.52,2025-04-10,244481,,4,5856,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,P,2025-26
DYE13743-8-6 - Hydraulic Fitting,CDACKLANDSWH,$322.56,2025-04-10,244481,,5,5856,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,P,2025-26
DYE13943-6-8 - Hydraulic Fitting,CDACKLANDSWH,$328.88,2025-04-10,244481,,6,5856,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,P,2025-26
DYE13943-8-8 - Hydraulic Fitting,CDACKLANDSWH,$331.76,2025-04-10,244481,,7,5856,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,P,2025-26
DYE13943-12-12 - Hydraulic Fitting,CDACKLANDSWH,$290.48,2025-04-10,244481,,8,5856,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,P,2025-26
DYE16WLO-S - ORFS Bulkhead Fitting,CDACKLANDSWH,$226.30,2025-04-10,244484,,1,5856,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,P,2025-26
"FILTER, CRANKCASE BREATHER",CDACKLANDSWH,$408.36,2025-04-14,244543,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
BEARING CUP,CDACKLANDSWH,$96.88,2025-04-14,244543,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
"BEACON, AMBER LED",CDACKLANDSWH,$406.35,2025-04-14,244543,,3,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
BEARING CONE,CDACKLANDSWH,$146.01,2025-04-14,244543,,4,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
"LAMP,AMBER 2 1/2"" ROUND MARKER/CLEARANCE",CDACKLANDSWH,$36.60,2025-04-14,244543,,5,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
"BUY TFA005715, TANK CAP, HYDRAULIC",CDACKLANDSWH,$43.90,2025-04-17,244593,,1,5856,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
7190N99 - Respirator,CDACKLANDSWH,$72.86,2025-04-22,244630,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
WWG33W483 - 20T Jack Stands (AME14400),CDACKLANDSWH,"$1,580.73",2025-04-22,244632,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,D,2025-26
