Contract Description,Vendor Name,Amount,Start Date,Contract No.,C.O. No.,Line No,SOA No.,Department,Contract Type,Tender Class,Community,Type,Fiscal Year
WPO400-1 SOAP STONE HOLDER 03480/99000/1T,CDACKLANDSWH,$14.00,2011-03-21,167791,,3,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
POL54-873PLP BREAKER RESETTABLE 80 AMP 03177/058497/1A,CDACKLANDSWH,$51.00,2011-03-21,167791,,4,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"PFSRNH8C114P NUT HEX GR8 NC 1 1/4"" PLTD 74974/R53436/9",CDACKLANDSWH,$8.00,2011-03-21,167791,,10,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
NONFMMILLBE CAPS BENIE WELDERS 03499/99000/1T,CDACKLANDSWH,$25.00,2011-03-21,167791,,13,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"31625 CAP,FUEL TANK 92752/P58448/6 DAWSON",UAP INC                       ,$6.00,2011-03-21,167792,,3,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"P206328 REDUCER,EXH STACK 86033/P23180/6 DAWSON",UAP INC                       ,$26.00,2011-03-21,167792,,5,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
3600 FILTER 02564/058665/43099/12 MAYO,UAP INC                       ,$51.00,2011-03-21,167792,,6,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
CORE ON LINE 10 92858/058851/43072/6 DAWSON,UAP INC                       ,$49.00,2011-03-21,167792,,11,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
30563 THRUST WASHER 92197-98/P23176/1HD,INLAND KENWORTH               ,$160.00,2011-03-22,167796,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
79013 SHIM .30 92118/P23164/1HD,INLAND KENWORTH               ,$150.00,2011-03-22,167796,,8,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
74039 CLUTCH 92120/P23172/1HD,INLAND KENWORTH               ,"$6,701.00",2011-03-22,167796,,10,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
74960 PIVOT BLOCK L.H DRAG LINK 89276/R23167/1HD,INLAND KENWORTH               ,$346.00,2011-03-22,167796,,23,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
A25 SRTA0W30D SAE0W30 OIL 03491/99001/1HD,NORTH 60 PETRO LTD            ,"$2,234.00",2011-03-22,167800,,8,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
20211129 ELECTRODE 02658/058578/82506/6 DAWSON,T & S TUBING AND SHAFTING INC ,$43.00,2011-03-22,167801,,7,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
F85Z-13404-CA R.H. REAR T/LIGHT LENSE 94508/19543/18.,WHITEHORSE MOTORS LIMITED     ,$52.00,2011-03-23,167805,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"BOLT,9/16"" TRLR SPRG SHACKLE 92753/P74014/6 DAWSON",14657 YUKON INC O/A           ,$10.00,2011-03-23,167806,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"3924147 PLUG, DRAIN 92533/90123/058662/1C",INLAND KENWORTH               ,$9.00,2011-03-24,167808,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
48405 SHIM .010 90281/P23813/15,INLAND KENWORTH               ,$42.00,2011-03-24,167811,,3,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"93317455 TIVAR 1000 PLATE-NATURAL 01019/7238/SWEEP/CREW 1.000 X 48"" X 120""",GE POLYMERSHAPES              ,$725.00,2011-03-24,167812,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
SW-6760 SWITCH 3176/PARKS/058497/1A,WHITEHORSE MOTORS LIMITED     ,$103.00,2011-03-24,167814,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"5C3Z-3A006-AA CAP, P/S RESEVOIR 82938/P20669/2",WHITEHORSE MOTORS LIMITED     ,$16.00,2011-03-24,167814,,5,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"VTX609C LAMPS, WHITE VERTEX SUPER SERIES3176/PARKS/058497/1A",CDMEGATECH,$414.00,2011-03-24,167815,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"COLLAR, CULVERT, RD CSP ANNULAR 500MM 500MM X 25"" C/W HDWR",KILRICH INDUSTRIES LTD        ,$288.00,2011-03-24,167816,,5,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"CULVERT, 800MM X 6M X 2.0MM",KILRICH INDUSTRIES LTD        ,"$7,560.00",2011-03-24,167816,,15,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"CULVERT, 1200MM X 6M X 2.0MM",KILRICH INDUSTRIES LTD        ,"$3,396.00",2011-03-24,167816,,16,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"ADHSV, SPRY ELMERS 3283/42125/058664/1A",CUBBON BUILDING CENTRE LTD O/A,$7.00,2011-03-31,167822,,3,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
1456-PR RADIATOR 3037/42056/058666/1A,WHITEHORSE RADIATOR SHOP LTD  ,$247.00,2011-03-30,167823,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
K301-362 SWITCH 89270/R11248/1HD,INLAND KENWORTH               ,$64.00,2011-03-24,167824,,6,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
BLD RW90 3CU WJT CABLE. 600V 3131/059135/1E,EECOL ELECTRIC CORP           ,$40.00,2011-03-31,167825,,8,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
REPAIR DRILL SWITCH AS REQ $573.38 3485/SHOP/1HD,OSCARS ELECTRIC LTD           ,$573.00,2011-03-30,167828,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
59810036 THROTTLE CABLE 82949/R25013/2,INLAND KENWORTH               ,$129.00,2011-03-30,167829,,9,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
C5255X8X8 FITTING 86031/99002/6 DAWSON,UAP INC                       ,$10.00,2011-03-28,167832,,8,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
C3109X4X2 FITTING 86031/99002/6 DAWSON,UAP INC                       ,$5.00,2011-03-28,167832,,9,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
C5506X8 FITTING 02636/99002/29 EAGLE,UAP INC                       ,$50.00,2011-03-28,167832,,19,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
DW1658 WINDSHIELD 02670/R18497/6 DAWSON,JODY SHEA O/A                 ,$328.00,2011-03-28,167835,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
4758 4 STUD TERMINAL BLOCK 03084/46217/058461/1A,DON COX ENTERPRISES LTD O/A   ,$5.00,2011-03-29,167838,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
1692¿AV IMPELLER 92758/P74014/6 DAWSON,CDNIS,$237.00,2011-03-29,167839,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
2-2006 FEMALE HOSE CONNECTOR FPT 92642/57383/058554/1A,CDYKEXPLOSIV,$18.00,2011-03-31,167843,,3,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
1503 NOZZLE-YELLOW 92545/57370/058903/1C,CDYKEXPLOSIV,$11.00,2011-03-31,167843,,9,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
30145 HANDLE 92548/57363/058807/1C,CDYKEXPLOSIV,$61.00,2011-03-31,167843,,16,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
2210 WAND ASSY 92548/57363/058807/1C,CDYKEXPLOSIV,$146.00,2011-03-31,167843,,17,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
3/8IN HOSE W/FTNGS 92548/57363/058807/1C,CDYKEXPLOSIV,$131.00,2011-03-31,167843,,18,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
4-05091 HI TEMP CUTOUT SWITCH 92548/57363/058807/1C,CDYKEXPLOSIV,$57.00,2011-03-31,167843,,23,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
U-TX2000-2W REMOTE START TRANSMITTER 03293/COMSERV/058679/1A,B & B ELECTRONICS LTD         ,$90.00,2011-03-30,167844,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
82-9516 LUG BATTERY 4 GAUGE 5/16 04222/99000/1T,UAP INC                       ,$30.00,2011-03-31,167847,,15,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
37047 185/75r14 YOKO Y370 92760/P58452/06/JK,YUKON TIRE CENTRE INC         ,$238.00,2011-03-31,167848,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
19969 MOMENTARY SWITCH 02801/91158/058207/1A,DYNAMIC SPECIALTY VEHICLES    ,$63.00,2011-01-10,167183,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"BELT, SERPENTINE (A/C)",NORTH 60 PETRO LTD            ,$32.00,2011-01-11,167185,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
84-2436 CONNECTOR MALE 94263/99000/10 BLANCHARD,TERRITORIAL AUTO PARTS        ,$13.00,2011-01-11,167186,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
84-2439 CONNECTOR MALE 94263/99000/10 BLANCHARD,TERRITORIAL AUTO PARTS        ,$13.00,2011-01-11,167186,,6,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"C5229X6 PLUG HYD 3/8"" 74929/9 HAINES JCT",UAP INC                       ,$6.00,2011-01-11,167188,,10,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"C5229X8 PLUG HYD 1/2"" 74929/9 HAINES JCT",UAP INC                       ,$6.00,2011-01-11,167188,,11,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
CAM199R 85920/P11260/6 DAWSON,UAP INC                       ,$72.00,2011-01-18,167189,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
44¿9292 STARTER 86578/058275/45552/12 MAYO,UAP INC                       ,$158.00,2011-01-18,167189,,6,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"WPN58626 PUMP,WATER 85931/058356/G46133/12 MAYO",UAP INC                       ,$126.00,2011-01-18,167189,,13,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
8972249990 BELT *P1* 86163/P56556/29 EAGLE,INDUSTRIAL ELECTRIC SERVICES  ,$36.00,2011-01-12,167190,,3,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,I,2010-11
N9235-16-06 METRIC ADAPTER 92617/P20553/1A,CDYKPUMP,$3.00,2011-01-12,167193,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
FREIGHT LINES 1-2 92617/P20553/1A,CDYKPUMP,$35.00,2011-01-12,167193,,3,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
14Z0022 BLADE CUTTING EDGE SIDE 66572/P30904/26,INLAND KENWORTH               ,$492.00,2011-01-12,167195,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
GMX1106 ANTISAIL BRACKETS 02906/P20665/1A,INLAND KENWORTH               ,$20.00,2011-01-12,167195,,5,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
REPAIR PUMP ASSY. AS PER INV. 4583 91798/P30208/10,KEVIN D GALLAGHER O/A         ,$760.00,2011-01-13,167200,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"5003323 BEARING,HANGER *P1* 85279/058266/VGFN002/25 OLD CROW",INLAND KENWORTH               ,$81.00,2011-01-12,167201,,10,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"800147BWX VALVE,PARK BRAKE *P1* 86184/058274/VGFN002/25 OLD CROW",INLAND KENWORTH               ,$158.00,2011-01-12,167201,,18,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
A20 SRT1540C 15W40 OIL 1L 75886/99001/28,NORTH 60 PETRO LTD            ,$84.00,2011-03-03,167594,,6,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
C12 SSGL7590P SYNTHETIC 75W90 20L 74968/99001/9,NORTH 60 PETRO LTD            ,$772.00,2011-03-03,167594,,8,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"Q03100 BREAKER,100A,SQ D *P1* 86125/P56508/6 DAWSON",EECOL ELECTRIC CORP           ,$170.00,2011-03-03,167596,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,I,2010-11
HBL2321 PLUG *P1* 86066/P56504/6 DAWSON,EECOL ELECTRIC CORP           ,$25.00,2011-03-03,167596,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,I,2010-11
"NCO250 BREAKER,50A *P1* 02630/R56494/11 KLONDIKE",EECOL ELECTRIC CORP           ,$141.00,2011-03-03,167596,,6,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,I,2010-11
523480 PLUGSTONE 86132/99000/6 DAWSON,CDNIS,$28.00,2011-03-03,167597,,5,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"L¿ARBLU¿37960113 WIRE,FLUX 02686/SHOP/6 DAWSON",CDNIS,$168.00,2011-03-03,167597,,7,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"MIEP 000069 TIP,CONTACT 02686/SHOP/6 DAWSON",CDNIS,$10.00,2011-03-03,167597,,8,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"GNF1899-22724 DRILL BIT 17/64"" 03462/99000/1T",CDACKLANDSWH,$20.00,2011-03-04,167602,,6,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
81008-3407-024 TUBE VENT FUEL TANK 92088-89/15281/058485/1HD,DON COX ENTERPRISES LTD O/A   ,$3.00,2011-03-04,167605,,12,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
PH400H HITCH PINTLE C/W AIR SNUBBER 90288/R15282/1HD,DON COX ENTERPRISES LTD O/A   ,$371.00,2011-03-04,167605,,17,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
A21 15/40W OIL 20L 94284/99001/10.,NORTH 60 PETRO LTD            ,"$1,260.00",2011-03-04,167611,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
90-01-4535 ALTERNATOR CORE 92142/R27006/CHIPPER CREW,CDNIS,$50.00,2011-03-07,167613,,4,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
VWB4B BURR OVAL 03465/99000/1T,CDSNAPONTOOL,$56.00,2011-03-07,167614,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"FILTER, AIR",UAP INC                       ,$13.00,2010-10-18,166459,,4,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"LAMP, BACK-UP 12V",UAP INC                       ,$14.00,2010-10-18,166460,,5,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
VALVE.DOUBLE CHECK(AIR BRAKE) 1988-UP KENWORTH TRUCKS,INLAND KENWORTH               ,$29.00,2010-10-18,166466,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"553735 WHEEL,WIRE 86689/99000/6 DAWSON",CDNIS,$36.00,2010-10-18,166469,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"AS¿1040 ADJUSTER,AUTO SLACK 75420/P11262/6 DAWSON",INLAND KENWORTH               ,$158.00,2010-10-18,166472,,6,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
25873812 AIR FILTER HOUSING 90207/P20690/18 TESLIN,KLONDIKE MOTORS INC O/A       ,$144.00,2010-10-20,166476,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
TIRE TAX 83969/20542/6,GOODYEAR CANADA INC           ,$20.00,2011-01-12,166477,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
42-7156-8 SIX BAR AUTO PET BARRIER 91356/47519/057801/1A,CDCANTIREWHH,$89.00,2010-10-19,166480,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
56518 WASHER PUMP 89230/P23187/1HD,INLAND KENWORTH               ,$69.00,2010-10-21,166483,,8,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
73179 WASHER PUMP 89231/P23187/1HD,INLAND KENWORTH               ,$121.00,2010-10-21,166483,,13,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
79089 DURAMIDE SLIDE 89231/P23187/1HD,INLAND KENWORTH               ,$236.00,2010-10-21,166483,,14,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
420618 TURBO GASKET 92022/P21320/1HD,INLAND KENWORTH               ,$4.00,2010-10-21,166483,,20,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
13977298 TURBO STUDS 92022/P21320/1HD,INLAND KENWORTH               ,$24.00,2010-10-21,166483,,22,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
FREIGHT 89231/P23187/1HD,INLAND KENWORTH               ,$42.00,2010-10-21,166483,,26,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"115001A 1/4"" X 1-1/4"" #14 TEK SCREWS 92209/99003/1A",CDACKLANDSWH,$8.00,2010-10-21,166488,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
DW1341 WINDSHEILD SUPPLY & INSTALL 92314/P20679/1A INV # 1517,JODY SHEA O/A                 ,$214.00,2010-10-21,166489,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
DW1505 WINDSHEILD SUPPLY & INSTALL 92408/46104/057881/1A INV # 1541,JODY SHEA O/A                 ,$237.00,2010-10-21,166489,,10,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
ROCK CHIP REPAIRS AS PER INV # 1551 92275/47649/057917/1A,JODY SHEA O/A                 ,$100.00,2010-10-21,166489,,12,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
1462X10 FTG. 86441/99002/6,UAP INC                       ,$60.00,2010-11-30,166836,,12,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
12U672 FTG. 91875/99002/1T,UAP INC                       ,$120.00,2010-11-30,166836,,14,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
FREIGHT FOR LINE 2-3 92501/P30903/1A,INLAND KENWORTH               ,$69.00,2010-11-30,166839,,4,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
Q21-6007S SENSOR COOLANT LEVEL 86446/P15284/6,INLAND KENWORTH               ,$190.00,2010-11-30,166840,,7,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
3062602RX TENSIONER PULLEY **CORE TAG**91756/16243/8.,INLAND KENWORTH               ,$266.00,2010-11-30,166841,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
